ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000EDQ/	ENCSR000EDQ	ChIP-seq	TF ChIP-seq	cell line	/targets/RCOR1-human/	RCOR1	RCOR1	Homo sapiens HepG2	HepG2	UCSC-ENCODE-hg19:wgEncodeEH002845,GEO:GSM935579,FactorBook:ENCSR000EDQ	RCOR1 ChIP-seq on human HepG2 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000XQV/,/files/ENCFF000XQW/,/files/ENCFF000XQY/,/files/ENCFF000XRA/,/files/ENCFF000XRB/,/files/ENCFF000XRC/,/files/ENCFF001VKC/,/files/ENCFF002CTZ/,/files/ENCFF646IKV/,/files/ENCFF387LRB/,/files/ENCFF353CSF/,/files/ENCFF807TIN/,/files/ENCFF535OVY/,/files/ENCFF038DTA/,/files/ENCFF221HET/,/files/ENCFF214ALX/,/files/ENCFF751LSF/,/files/ENCFF274QOF/,/files/ENCFF252MHS/,/files/ENCFF076LAX/,/files/ENCFF815RPX/,/files/ENCFF433MIW/,/files/ENCFF676OWO/,/files/ENCFF941ZDS/,/files/ENCFF085SFU/,/files/ENCFF981IMV/,/files/ENCFF924LSZ/,/files/ENCFF804EZP/,/files/ENCFF987VKU/,/files/ENCFF361QIR/,/files/ENCFF029ILB/,/files/ENCFF885XWO/,/files/ENCFF601ZUZ/,/files/ENCFF273QVC/,/files/ENCFF119GVR/,/files/ENCFF706RIA/,/files/ENCFF831RTW/,/files/ENCFF531FFM/,/files/ENCFF731HYD/,/files/ENCFF412FEV/,/files/ENCFF107OFS/,/files/ENCFF707FHG/,/files/ENCFF470UBX/,/files/ENCFF009JZL/,/files/ENCFF068LEI/,/files/ENCFF612WCU/,/files/ENCFF827IXZ/,/files/ENCFF298ESK/,/files/ENCFF600FKQ/,/files/ENCFF443MAS/,/files/ENCFF354AYS/,/files/ENCFF589TAG/,/files/ENCFF506YTV/,/files/ENCFF555XSB/,/files/ENCFF311HMV/,/files/ENCFF872ATT/,/files/ENCFF507RFA/,/files/ENCFF748CUD/,/files/ENCFF366FDL/,/files/ENCFF145TIY/,/files/ENCFF022KBD/,/files/ENCFF887ZTP/,/files/ENCFF316KMX/,/files/ENCFF667EMS/,/files/ENCFF343FNO/,/files/ENCFF418AQX/,/files/ENCFF316HOF/,/files/ENCFF110WHS/,/files/ENCFF909QUG/,/files/ENCFF455EXJ/,/files/ENCFF702KIM/		ENCBS638AAA	1,2	1	ENCAB000AFK	Homo sapiens	child	15 years												/replicates/61ab845e-459c-4376-89dc-b97f4c5a177f/,/replicates/1bea902f-8e16-4ed6-9a71-0ff03a852008/				
/experiments/ENCSR998AJK/	ENCSR998AJK	ChIP-seq	TF ChIP-seq	cell line	/targets/NRF1-human/	NRF1	NRF1	Homo sapiens K562	K562	FactorBook:ENCSR998AJK,GEO:GSE92224	NRF1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF655PTL/,/files/ENCFF883WVV/,/files/ENCFF405QFN/,/files/ENCFF002DPA/,/files/ENCFF002DPF/,/files/ENCFF002EFX/,/files/ENCFF002EFZ/,/files/ENCFF966TQS/,/files/ENCFF113EKC/,/files/ENCFF657EBT/,/files/ENCFF288BMB/,/files/ENCFF406JKC/,/files/ENCFF774YNB/,/files/ENCFF816USM/,/files/ENCFF836FKF/,/files/ENCFF616OKD/,/files/ENCFF493ABN/,/files/ENCFF563JEN/,/files/ENCFF986GTB/,/files/ENCFF615FDE/,/files/ENCFF036DUA/,/files/ENCFF931KMU/,/files/ENCFF713PLO/,/files/ENCFF744SAJ/,/files/ENCFF897ZRQ/,/files/ENCFF328DWU/,/files/ENCFF295YFY/,/files/ENCFF010NSU/,/files/ENCFF219SON/,/files/ENCFF138RWJ/,/files/ENCFF263SML/,/files/ENCFF978MYZ/,/files/ENCFF564CXM/,/files/ENCFF675LCH/,/files/ENCFF933GGT/,/files/ENCFF722LJA/,/files/ENCFF552SBR/,/files/ENCFF981BVY/,/files/ENCFF271IWM/,/files/ENCFF911DQZ/,/files/ENCFF849QQG/,/files/ENCFF385KDZ/,/files/ENCFF098QAR/,/files/ENCFF645UIM/,/files/ENCFF387LCD/,/files/ENCFF490KOA/,/files/ENCFF701HLA/,/files/ENCFF739EUG/,/files/ENCFF999GFD/,/files/ENCFF782YFS/,/files/ENCFF920TBG/,/files/ENCFF762NRN/,/files/ENCFF002WSS/,/files/ENCFF905MTJ/,/files/ENCFF809MSQ/,/files/ENCFF985BIH/,/files/ENCFF590LGA/,/files/ENCFF432FQE/,/files/ENCFF401KKN/,/files/ENCFF831MDA/,/files/ENCFF724UWZ/,/files/ENCFF150PSH/,/files/ENCFF791DKH/,/files/ENCFF732ISZ/,/files/ENCFF415EUG/,/files/ENCFF253EQL/,/files/ENCFF529TLN/,/files/ENCFF503LDH/,/files/ENCFF592UMY/,/files/ENCFF215JUJ/,/files/ENCFF504TVJ/,/files/ENCFF790FLD/,/files/ENCFF610XNG/,/files/ENCFF777PKJ/,/files/ENCFF582VKQ/,/files/ENCFF509NIK/,/files/ENCFF958UYD/,/files/ENCFF689EWI/	/experiment-series/ENCSR934VLK/	ENCBS293ZDP,ENCBS232KKV	2,1	1	ENCAB000BLK	Homo sapiens	adult	53 years												/replicates/4538b29c-700e-47e2-815e-a2cf557f2170/,/replicates/165d4a3a-7556-4ec3-8f47-d0f5f2e1cdea/				
/experiments/ENCSR000EDT/	ENCSR000EDT	ChIP-seq	TF ChIP-seq	cell line	/targets/BHLHE40-human/	BHLHE40	BHLHE40	Homo sapiens HepG2	HepG2	GEO:GSM935566,FactorBook:ENCSR000EDT,UCSC-ENCODE-hg19:wgEncodeEH002032	BHLHE40 ChIP-seq on human HepG2	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000XOX/,/files/ENCFF000XOY/,/files/ENCFF000XOZ/,/files/ENCFF000XPA/,/files/ENCFF000XPC/,/files/ENCFF000XPE/,/files/ENCFF001VJV/,/files/ENCFF002CTT/,/files/ENCFF144JAK/,/files/ENCFF028WLP/,/files/ENCFF029PGR/,/files/ENCFF367DUJ/,/files/ENCFF578TRZ/,/files/ENCFF082QLF/,/files/ENCFF547HWS/,/files/ENCFF256CVD/,/files/ENCFF431LOS/,/files/ENCFF749SFB/,/files/ENCFF801QSJ/,/files/ENCFF023IOZ/,/files/ENCFF663IWV/,/files/ENCFF464AOQ/,/files/ENCFF569YHZ/,/files/ENCFF170SLM/,/files/ENCFF141YXH/,/files/ENCFF283EPC/,/files/ENCFF348USU/,/files/ENCFF774IBV/,/files/ENCFF566RUT/,/files/ENCFF399ZZV/,/files/ENCFF863ATX/,/files/ENCFF924OBV/,/files/ENCFF973QOP/,/files/ENCFF919QSI/,/files/ENCFF597WFI/,/files/ENCFF421CEV/,/files/ENCFF383KMR/,/files/ENCFF502XEV/,/files/ENCFF493DPP/,/files/ENCFF759NWM/,/files/ENCFF242UCP/,/files/ENCFF957DFS/,/files/ENCFF364QZN/,/files/ENCFF422HTK/,/files/ENCFF108RWG/,/files/ENCFF934UDK/,/files/ENCFF910UYD/,/files/ENCFF753CPD/,/files/ENCFF740HEB/,/files/ENCFF790BGS/,/files/ENCFF887LUO/,/files/ENCFF633ZDF/,/files/ENCFF861BXC/,/files/ENCFF856YUC/,/files/ENCFF265ANI/,/files/ENCFF020UFA/,/files/ENCFF600TMK/,/files/ENCFF955ISB/,/files/ENCFF843CMW/,/files/ENCFF802APU/,/files/ENCFF416QSV/,/files/ENCFF665HAM/,/files/ENCFF674AHB/,/files/ENCFF474IDN/,/files/ENCFF457PPK/,/files/ENCFF268DXL/,/files/ENCFF719WNV/,/files/ENCFF878OMT/,/files/ENCFF961RID/,/files/ENCFF117AES/,/files/ENCFF776PGI/	/experiment-series/ENCSR873DIP/	ENCBS638AAA	2,1	1	ENCAB000AEK	Homo sapiens	child	15 years												/replicates/13400d12-462a-465f-ab7d-ea62d7799757/,/replicates/d017b6f7-bb4c-4301-935e-9bc24945529d/				
/experiments/ENCSR000DZW/	ENCSR000DZW	ChIP-seq	TF ChIP-seq	cell line	/targets/RFX5-human/	RFX5	RFX5	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH001810,GEO:GSM935556,FactorBook:ENCSR000DZW	RFX5 ChIP-seq on human GM12878 produced by the Snyder lab	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000WCV/,/files/ENCFF000WCW/,/files/ENCFF000WCX/,/files/ENCFF000WCY/,/files/ENCFF000WDK/,/files/ENCFF000WDO/,/files/ENCFF001VFF/,/files/ENCFF002CPL/,/files/ENCFF204MKZ/,/files/ENCFF150IXN/,/files/ENCFF887QJG/,/files/ENCFF086GHN/,/files/ENCFF707BSC/,/files/ENCFF748LVZ/,/files/ENCFF834ABA/,/files/ENCFF958IJR/,/files/ENCFF276QQY/,/files/ENCFF868UJU/,/files/ENCFF381NIE/,/files/ENCFF968KDX/,/files/ENCFF402FYF/,/files/ENCFF248MIM/,/files/ENCFF338BHH/,/files/ENCFF201VIH/,/files/ENCFF130WGW/,/files/ENCFF972UXB/,/files/ENCFF998KFO/,/files/ENCFF832YAG/,/files/ENCFF240PQR/,/files/ENCFF851FHJ/,/files/ENCFF456LZL/,/files/ENCFF354KLG/,/files/ENCFF628ZZL/,/files/ENCFF263WFS/,/files/ENCFF015ASS/,/files/ENCFF381YNV/,/files/ENCFF540XYR/,/files/ENCFF678LHU/,/files/ENCFF002KFE/,/files/ENCFF645NWZ/,/files/ENCFF465IMC/,/files/ENCFF259LNG/,/files/ENCFF558HBS/,/files/ENCFF314IEF/,/files/ENCFF300YPA/,/files/ENCFF327IRT/,/files/ENCFF016AAA/,/files/ENCFF825PWT/,/files/ENCFF375WCQ/,/files/ENCFF684YEX/,/files/ENCFF835XVZ/,/files/ENCFF803VDW/,/files/ENCFF692MOD/,/files/ENCFF980ISI/,/files/ENCFF183WCR/,/files/ENCFF071BUP/,/files/ENCFF601WHE/,/files/ENCFF618LFR/,/files/ENCFF269JIL/,/files/ENCFF509RPI/,/files/ENCFF325HMP/,/files/ENCFF914AYR/,/files/ENCFF746FLB/,/files/ENCFF031WDM/,/files/ENCFF216DOK/,/files/ENCFF536CFB/,/files/ENCFF863XXN/,/files/ENCFF069FJH/,/files/ENCFF768MIX/,/files/ENCFF406NYK/,/files/ENCFF737OVS/		ENCBS630AAA	2,1	1	ENCAB000AKJ	Homo sapiens	adult													/replicates/c861f6bb-016c-4499-9626-bae5385c3e8f/,/replicates/65464649-a9fb-4709-b819-0b7e7ba5249d/				
/experiments/ENCSR000ECU/	ENCSR000ECU	ChIP-seq	TF ChIP-seq	cell line	/targets/MXI1-human/	MXI1	MXI1	Homo sapiens HeLa-S3	HeLa-S3	GEO:GSM935498,UCSC-ENCODE-hg19:wgEncodeEH001826,FactorBook:ENCSR000ECU	MXI1 ChIP-seq on human HeLa-S3	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000XIA/,/files/ENCFF000XIB/,/files/ENCFF000XIC/,/files/ENCFF000XIF/,/files/ENCFF000XII/,/files/ENCFF000XIP/,/files/ENCFF001VIV/,/files/ENCFF002CST/,/files/ENCFF500WCE/,/files/ENCFF208FBD/,/files/ENCFF360NLN/,/files/ENCFF547NVJ/,/files/ENCFF420AQP/,/files/ENCFF713YZN/,/files/ENCFF660KUX/,/files/ENCFF166KZZ/,/files/ENCFF947VEL/,/files/ENCFF014ZVM/,/files/ENCFF896MZE/,/files/ENCFF275QBQ/,/files/ENCFF327UTY/,/files/ENCFF570PXX/,/files/ENCFF963MOK/,/files/ENCFF560IJF/,/files/ENCFF426DOB/,/files/ENCFF761RTN/,/files/ENCFF088OLS/,/files/ENCFF750MXJ/,/files/ENCFF675AHX/,/files/ENCFF025SYT/,/files/ENCFF147PTW/		ENCBS637AAA	2,1	1	ENCAB000AIT	Homo sapiens	adult	31 years												/replicates/7a3b788f-b499-4db4-b9ad-19028cee8c05/,/replicates/4ea5fff8-5443-4ea7-879e-50a7eaefdf49/				
/experiments/ENCSR000BGU/	ENCSR000BGU	ChIP-seq	TF ChIP-seq	cell line	/targets/EBF1-human/	EBF1	EBF1	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH001480,FactorBook:ENCSR000BGU,GEO:GSM803386	EBF1 ChIP-seq protocol PCR1x on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000NUE/,/files/ENCFF000NUF/,/files/ENCFF000NUG/,/files/ENCFF000NUH/,/files/ENCFF000NUI/,/files/ENCFF000NUJ/,/files/ENCFF000NUP/,/files/ENCFF000NUV/,/files/ENCFF001TWR/,/files/ENCFF001TWT/,/files/ENCFF002CGV/,/files/ENCFF752SDC/,/files/ENCFF164HPP/,/files/ENCFF340QCB/,/files/ENCFF648JQE/,/files/ENCFF426RGL/,/files/ENCFF305MCD/,/files/ENCFF243EMB/,/files/ENCFF336DPP/,/files/ENCFF069CYJ/,/files/ENCFF113ZCS/,/files/ENCFF980LUU/,/files/ENCFF243MXE/,/files/ENCFF244IRL/,/files/ENCFF876OVA/,/files/ENCFF303NPO/,/files/ENCFF004UMO/,/files/ENCFF809GCI/,/files/ENCFF007KQM/,/files/ENCFF731FFI/,/files/ENCFF107LDM/,/files/ENCFF537FLG/,/files/ENCFF874WCG/,/files/ENCFF210IRE/,/files/ENCFF358VLN/,/files/ENCFF864NSW/,/files/ENCFF617OMU/,/files/ENCFF297DXO/,/files/ENCFF015HUU/,/files/ENCFF598ZQZ/,/files/ENCFF867PUJ/,/files/ENCFF541IHJ/,/files/ENCFF362LNI/,/files/ENCFF381QKO/,/files/ENCFF113PGY/,/files/ENCFF839DFW/,/files/ENCFF259ITT/,/files/ENCFF394DLH/,/files/ENCFF073XWD/,/files/ENCFF920WQE/,/files/ENCFF373LCM/,/files/ENCFF736ACY/,/files/ENCFF281QSR/,/files/ENCFF598WCZ/,/files/ENCFF638KPC/,/files/ENCFF588VVK/,/files/ENCFF406EVX/,/files/ENCFF679DWX/,/files/ENCFF650TOW/,/files/ENCFF339KQP/,/files/ENCFF148XUT/,/files/ENCFF696PUH/,/files/ENCFF162EUL/,/files/ENCFF451DOK/,/files/ENCFF861EKX/,/files/ENCFF848FRL/,/files/ENCFF029HIU/,/files/ENCFF441RVU/,/files/ENCFF810XRY/,/files/ENCFF049ELV/,/files/ENCFF042PDC/,/files/ENCFF895MHN/,/files/ENCFF374TSP/,/files/ENCFF813OXE/	/experiment-series/ENCSR645STZ/	ENCBS110ENC	1,2	1	ENCAB000AFX	Homo sapiens	adult													/replicates/9e256f81-c351-48d3-8a8d-0687577a4978/,/replicates/00242ecc-1c00-4061-b493-04a6afa374ba/				
/experiments/ENCSR000AKB/	ENCSR000AKB	ChIP-seq	TF ChIP-seq	cell line	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens GM12878	GM12878	UCSC-ENCODE-hg19:wgEncodeEH000029,FactorBook:ENCSR000AKB,GEO:GSM733752	CTCF ChIP-seq on human GM12878	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000ARG/,/files/ENCFF000ARH/,/files/ENCFF000ARI/,/files/ENCFF000ARJ/,/files/ENCFF000ARP/,/files/ENCFF000ARV/,/files/ENCFF001SUB/,/files/ENCFF002CDP/,/files/ENCFF510RVH/,/files/ENCFF453EJM/,/files/ENCFF741BAQ/,/files/ENCFF284XKV/,/files/ENCFF803OXW/,/files/ENCFF098ZZI/,/files/ENCFF067RMO/,/files/ENCFF551LHV/,/files/ENCFF137TKA/,/files/ENCFF355CYX/,/files/ENCFF454PQP/,/files/ENCFF875FTQ/,/files/ENCFF217EAX/,/files/ENCFF468QEM/,/files/ENCFF243OLW/,/files/ENCFF313NRK/,/files/ENCFF406XWF/,/files/ENCFF994NWU/,/files/ENCFF343LTM/,/files/ENCFF598OOE/,/files/ENCFF389RQC/,/files/ENCFF834CAH/,/files/ENCFF538VCH/,/files/ENCFF838AMT/,/files/ENCFF130BJM/,/files/ENCFF010MUF/,/files/ENCFF302KUG/,/files/ENCFF581COS/,/files/ENCFF356LIU/,/files/ENCFF702ZKH/,/files/ENCFF600AKY/,/files/ENCFF194JIB/,/files/ENCFF536RGD/,/files/ENCFF061OYK/,/files/ENCFF933NTR/,/files/ENCFF445FMQ/,/files/ENCFF182CAX/,/files/ENCFF279CYY/,/files/ENCFF134SJJ/,/files/ENCFF952FQV/,/files/ENCFF218HFH/,/files/ENCFF629AAF/,/files/ENCFF797LSC/,/files/ENCFF070TNA/,/files/ENCFF364OXN/,/files/ENCFF706QLS/,/files/ENCFF934NEI/,/files/ENCFF551KNM/,/files/ENCFF147OBX/,/files/ENCFF034SYS/,/files/ENCFF516BWL/,/files/ENCFF923ZBP/,/files/ENCFF006BGH/,/files/ENCFF096AKZ/,/files/ENCFF833FTF/,/files/ENCFF955HXP/,/files/ENCFF509LNG/,/files/ENCFF559WJC/,/files/ENCFF797SDL/,/files/ENCFF156URE/,/files/ENCFF719URH/,/files/ENCFF017XLW/,/files/ENCFF734CUT/	/experiment-series/ENCSR589QIR/	ENCBS715VCP,ENCBS830CIQ	1,2	1	ENCAB000AXY	Homo sapiens	adult													/replicates/c1eab3fc-0e1f-4203-ac51-b4b3246130c1/,/replicates/b24d70ac-aa4d-4085-a0e8-f71d5c27aa76/				
/experiments/ENCSR000AMA/	ENCSR000AMA	ChIP-seq	TF ChIP-seq	cell line	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens HepG2	HepG2	FactorBook:ENCSR000AMA,GEO:GSM733645,UCSC-ENCODE-hg19:wgEncodeEH000080,SCREEN-GRCh38:HepG2	CTCF ChIP-seq on human HepG2	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF000BDU/,/files/ENCFF000BDV/,/files/ENCFF000BDW/,/files/ENCFF000BEA/,/files/ENCFF000BED/,/files/ENCFF000BEI/,/files/ENCFF001SWF/,/files/ENCFF002CDZ/,/files/ENCFF996VLD/,/files/ENCFF853OQL/,/files/ENCFF076ORS/,/files/ENCFF129CNS/,/files/ENCFF068VJY/,/files/ENCFF263PTQ/,/files/ENCFF767PUI/,/files/ENCFF094DVS/,/files/ENCFF514KFF/,/files/ENCFF031UNH/,/files/ENCFF546WHS/,/files/ENCFF825ROK/,/files/ENCFF060GVH/,/files/ENCFF929VIY/,/files/ENCFF333HGD/,/files/ENCFF751MAY/,/files/ENCFF286EMA/,/files/ENCFF047HLA/,/files/ENCFF901VQJ/,/files/ENCFF986GGV/,/files/ENCFF716BKU/,/files/ENCFF105VBF/,/files/ENCFF574XOA/,/files/ENCFF377IEO/,/files/ENCFF160KQO/,/files/ENCFF623BFA/,/files/ENCFF887MJX/,/files/ENCFF474LFX/,/files/ENCFF015OJG/,/files/ENCFF612ZUY/,/files/ENCFF693YQS/,/files/ENCFF163OVF/,/files/ENCFF399PSE/,/files/ENCFF520WEM/,/files/ENCFF288ROE/,/files/ENCFF168NFO/,/files/ENCFF834ZMH/,/files/ENCFF898ZFI/,/files/ENCFF357NFO/,/files/ENCFF636YAE/,/files/ENCFF622JCJ/,/files/ENCFF210OHS/,/files/ENCFF205OKL/,/files/ENCFF611FHI/,/files/ENCFF059BYW/,/files/ENCFF694GIO/,/files/ENCFF194VBQ/	/experiment-series/ENCSR503GEG/	ENCBS295NFS,ENCBS743JKX	1,2	1	ENCAB000AXY	Homo sapiens	child	15 years												/replicates/c9b26524-4a42-41f3-87aa-61ec76d24e8d/,/replicates/8021f3cb-407f-4775-a2d1-f8ed2674bdbe/				
/experiments/ENCSR427WZJ/	ENCSR427WZJ	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF143-human/	ZNF143	ZNF143	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143	K562	GEO:GSE209273	ChIP-Seq on K562	Richard Myers, HAIB	ENCODE	released	/files/ENCFF914ICN/,/files/ENCFF672BTP/,/files/ENCFF719XTU/,/files/ENCFF395KNT/,/files/ENCFF613SZD/,/files/ENCFF594FWL/,/files/ENCFF885VGD/,/files/ENCFF978YEJ/,/files/ENCFF399NZA/,/files/ENCFF586QYE/,/files/ENCFF026WJL/,/files/ENCFF180WVP/,/files/ENCFF576KPQ/,/files/ENCFF913QKG/,/files/ENCFF824EZV/,/files/ENCFF046EEC/,/files/ENCFF838PHH/,/files/ENCFF554TVF/,/files/ENCFF596HNP/,/files/ENCFF977ETB/,/files/ENCFF115IEU/,/files/ENCFF581UUL/,/files/ENCFF051QZV/,/files/ENCFF608EUR/		ENCBS323QWI,ENCBS295OYE	1,2	1	ENCAB697XQW	Homo sapiens	adult	53 years										/organisms/human/		/replicates/6f876a37-e15d-4fc1-9788-cde7c8df2294/,/replicates/62eb12a2-d253-46d1-830a-ea36c4ea7a66/				
/experiments/ENCSR000BSJ/	ENCSR000BSJ	ChIP-seq	TF ChIP-seq	cell line	/targets/MAX-human/	MAX	MAX	Homo sapiens H1	H1	FactorBook:ENCSR000BSJ,UCSC-ENCODE-hg19:wgEncodeEH003225,GEO:GSM1010898	MAX ChIP-seq protocol v042211.1 on human H1-hESC	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000OPO/,/files/ENCFF000OPP/,/files/ENCFF000OPQ/,/files/ENCFF000OPR/,/files/ENCFF000OPT/,/files/ENCFF000OPU/,/files/ENCFF000OQD/,/files/ENCFF000OQI/,/files/ENCFF001UBO/,/files/ENCFF001UBP/,/files/ENCFF460LNS/,/files/ENCFF338CQJ/,/files/ENCFF610MSW/,/files/ENCFF914VQY/,/files/ENCFF402DOM/,/files/ENCFF828CIK/,/files/ENCFF658MJB/,/files/ENCFF103XUS/,/files/ENCFF291AGS/,/files/ENCFF790TMY/,/files/ENCFF093TCA/,/files/ENCFF014OMY/,/files/ENCFF224XUL/,/files/ENCFF484GUS/,/files/ENCFF169OUP/,/files/ENCFF787WHU/,/files/ENCFF527YHZ/,/files/ENCFF505IBU/,/files/ENCFF578ALU/,/files/ENCFF238CHN/,/files/ENCFF409LIP/,/files/ENCFF766CUZ/	/experiment-series/ENCSR813YUR/	ENCBS111ENC	2,1	1	ENCAB000AIL	Homo sapiens	embryonic													/replicates/7b8734ee-ae62-4f89-9465-cf730a541e65/,/replicates/4607a7df-bde3-412e-bb81-514e1ed870d8/				
/experiments/ENCSR000BJY/	ENCSR000BJY	ChIP-seq	TF ChIP-seq	cell line	/targets/ATF3-human/	ATF3	ATF3	Homo sapiens GM12878	GM12878	FactorBook:ENCSR000BJY,GEO:GSM803508,UCSC-ENCODE-hg19:wgEncodeEH001562	ATF3 ChIP-seq protocol PCR1x on human GM12878	Richard Myers, HAIB	ENCODE	released	/files/ENCFF000NSA/,/files/ENCFF000NSB/,/files/ENCFF000NSC/,/files/ENCFF000NSD/,/files/ENCFF000NSF/,/files/ENCFF000NSH/,/files/ENCFF000NSI/,/files/ENCFF000NSP/,/files/ENCFF001TWD/,/files/ENCFF001TWE/,/files/ENCFF002CGP/,/files/ENCFF454JKS/,/files/ENCFF207HSI/,/files/ENCFF478PVM/,/files/ENCFF810MKZ/,/files/ENCFF039PAG/,/files/ENCFF061SMS/,/files/ENCFF807PEN/,/files/ENCFF795RHE/,/files/ENCFF938UKB/,/files/ENCFF916TCD/,/files/ENCFF126EBD/,/files/ENCFF097FNB/,/files/ENCFF990ZYZ/,/files/ENCFF419BTW/,/files/ENCFF305UIB/,/files/ENCFF882AEU/,/files/ENCFF381AQU/,/files/ENCFF217NZT/,/files/ENCFF373EUJ/,/files/ENCFF447BVE/,/files/ENCFF031PWT/,/files/ENCFF948RES/,/files/ENCFF230YBR/,/files/ENCFF243XPP/,/files/ENCFF641ZAG/,/files/ENCFF582VEV/,/files/ENCFF205PMY/,/files/ENCFF077NQS/,/files/ENCFF569KWA/,/files/ENCFF371TVX/,/files/ENCFF358BXK/		ENCBS110ENC	1,2	1	ENCAB000ADZ	Homo sapiens	adult													/replicates/cf4b0d66-48ee-4f62-8440-aa5f1a84fff1/,/replicates/9be1f191-0ebc-41fc-83fe-042642b5e588/				
/experiments/ENCSR000EHE/	ENCSR000EHE	ChIP-seq	TF ChIP-seq	cell line	/targets/CEBPB-human/	CEBPB	CEBPB	Homo sapiens K562	K562	FactorBook:ENCSR000EHE,UCSC-ENCODE-hg19:wgEncodeEH001821,GEO:GSM935499	CEBPB ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF000YHT/,/files/ENCFF000YHU/,/files/ENCFF000YHV/,/files/ENCFF000YHW/,/files/ENCFF000YIC/,/files/ENCFF000YID/,/files/ENCFF001VMI/,/files/ENCFF002CVV/,/files/ENCFF851XOZ/,/files/ENCFF953ZZL/,/files/ENCFF443POA/,/files/ENCFF763YQX/,/files/ENCFF729WGC/,/files/ENCFF197ZMK/,/files/ENCFF523MPI/,/files/ENCFF353LOM/,/files/ENCFF059XPJ/,/files/ENCFF446IYW/,/files/ENCFF561NSS/,/files/ENCFF999NRK/,/files/ENCFF966BXU/,/files/ENCFF430NNH/,/files/ENCFF028EKK/,/files/ENCFF055JYQ/,/files/ENCFF174YEH/,/files/ENCFF359XDS/,/files/ENCFF817MVX/,/files/ENCFF321KQD/,/files/ENCFF196UZE/,/files/ENCFF158KRK/,/files/ENCFF185NME/,/files/ENCFF848UKQ/,/files/ENCFF111OHC/,/files/ENCFF206GZD/,/files/ENCFF206BMO/,/files/ENCFF766JMB/,/files/ENCFF096JSS/,/files/ENCFF755NTM/,/files/ENCFF143EHM/,/files/ENCFF819GCB/,/files/ENCFF446NGE/,/files/ENCFF429XKT/,/files/ENCFF017NCS/,/files/ENCFF372CSD/,/files/ENCFF048SXS/,/files/ENCFF513ZML/,/files/ENCFF891UWD/,/files/ENCFF394XAF/,/files/ENCFF013VFZ/,/files/ENCFF463ZJN/,/files/ENCFF198YNX/,/files/ENCFF983UDO/,/files/ENCFF991NRR/,/files/ENCFF357ISW/,/files/ENCFF882ARK/,/files/ENCFF488CCC/,/files/ENCFF518ECW/,/files/ENCFF773GZB/,/files/ENCFF860IZB/,/files/ENCFF665VJA/,/files/ENCFF021YTX/,/files/ENCFF203PFU/,/files/ENCFF454KRI/,/files/ENCFF033EDJ/,/files/ENCFF993SCW/,/files/ENCFF469KYB/,/files/ENCFF877KDO/,/files/ENCFF039PRO/,/files/ENCFF864RFX/,/files/ENCFF189VBN/,/files/ENCFF540UNZ/	/experiment-series/ENCSR418DEB/	ENCBS039ENC	1,2	1	ENCAB000AFB	Homo sapiens	adult	53 years												/replicates/6f8f8041-77a3-4f56-bb26-44051434bff4/,/replicates/1903953b-47ba-4b17-872a-a0d581d493f6/				
